,Case Number,Date,Year,Type,Country,Sex,Age,Month,Year Month,Fatal==True
299,2017.01.05,1/5/2017,2017,Unprovoked,USA,M,47.0,January,2017 January,False
300,2016.12.01,12/1/2016,2016,Unprovoked,AUSTRALIA,M,65.0,December,2016 December,False
301,2016.09.18.a,9/18/2016,2016,Unprovoked,USA,M,43.0,September,2016 September,False
302,2016.08.25,8/25/2016,2016,Unprovoked,USA,M,49.0,August,2016 August,False
303,2016.08.06,8/6/2016,2016,Unprovoked,USA,M,21.0,August,2016 August,False
304,2016.06.15.b,6/15/2016,2016,Unprovoked,USA,M,,June,2016 June,False
305,2016.03.26,3/26/2016,2016,Provoked,BAHAMAS,M,9.0,March,2016 March,False
306,2016.03.03.R,3/3/2016,2016,Unprovoked,AUSTRALIA,M,,March,2016 March,False
307,2015.11.01.a,11/1/2015,2015,Unprovoked,MOZAMBIQUE,M,19.0,November,2015 November,False
308,2015.10.08,10/8/2015,2015,Unprovoked,MOZAMBIQUE,M,,October,2015 October,False
309,2015.08.10,8/10/2015,2015,Provoked,USA,M,57.0,August,2015 August,False
310,2015.06.30.b,6/30/2015,2015,Unprovoked,AUSTRALIA,M,,June,2015 June,False
311,2015.06.27.a,6/27/2015,2015,Unprovoked,SOUTH AFRICA,M,19.0,June,2015 June,False
312,2015.03.18,3/18/2015,2015,Unprovoked,USA,M,58.0,March,2015 March,False
313,2014.05.27.R,5/24/2014,2014,Unprovoked,AUSTRALIA,F,29.0,May,2014 May,False
314,2013.10.08,10/8/2013,2013,Unprovoked,AUSTRALIA,M,55.0,October,2013 October,False
315,2013.09.21.a,9/21/2013,2013,Unprovoked,USA,M,,September,2013 September,False
316,2013.06.25.a,6/25/2013,2013,Unprovoked,USA,M,14.0,June,2013 June,False
317,2013.06.15,6/15/2013,2013,Unprovoked,USA,F,,June,2013 June,False
318,2012.07.24,7/24/2012,2012,,USA,M,12.0,July,2012 July,False
319,2012.03.06.a,3/6/2012,2012,Provoked,AUSTRALIA,F,34.0,March,2012 March,False
320,2011.12.25,12/25/2011,2011,Unprovoked,ECUADOR,M,23.0,December,2011 December,False
321,2011.10.20,10/20/2011,2011,Unprovoked,USA,M,41.0,October,2011 October,False
322,2011.04.16,4/16/2011,2011,Unprovoked,NEW ZEALAND,M,41.0,April,2011 April,False
323,2010.11.27,11/27/2010,2010,,AUSTRALIA,M,,November,2010 November,False
324,2010.08.29,8/29/2010,2010,,BAHAMAS,M,43.0,August,2010 August,False
325,2010.07.23,7/23/2010,2010,Unprovoked,USA,M,20.0,July,2010 July,False
326,2010.02.04,2/4/2010,2010,,GUAM,M,31.0,February,2010 February,False
327,2009.04.06.b,4/6/2009,2009,,SOUTH AFRICA,M,24.0,April,2009 April,False
328,2009.01.18,1/18/2009,2009,,AUSTRALIA,M,,January,2009 January,False
329,2008.08.30.c,8/30/2008,2008,Unprovoked,AUSTRALIA,M,29.0,August,2008 August,False
330,2008.04.28.b,4/28/2008,2008,Unprovoked,MEXICO,M,24.0,April,2008 April,True
331,2008.04.17,4/17/2008,2008,,AUSTRALIA,M,19.0,April,2008 April,False
332,2008.04.08,4/8/2008,2008,Unprovoked,AUSTRALIA,M,16.0,April,2008 April,True
333,2007.12.21,12/21/2007,2007,Unprovoked,ECUADOR,M,24.0,December,2007 December,False
334,2007.09.04,9/4/2007,2007,Unprovoked,USA,M,15.0,September,2007 September,False
335,2007.08.11,8/11/2007,2007,Unprovoked,USA,M,19.0,August,2007 August,False
336,2007.02.03,2/3/2007,2007,Unprovoked,AUSTRALIA,M,26.0,February,2007 February,False
337,2006.06.30.a,7/1/2006,2006,Unprovoked,USA,M,35.0,July,2006 July,False
338,2006.03.23,3/23/2006,2006,Unprovoked,USA,F,28.0,March,2006 March,False
339,2005.09.22,9/22/2005,2005,,USA,M,,September,2005 September,False
340,2005.05.15,5/15/2005,2005,Unprovoked,AUSTRALIA,M,,May,2005 May,False
341,2004.11.00,11/1/2004,2004,Unprovoked,NEW CALEDONIA,,,November,2004 November,False
342,2004.07.19.R,,2004,,AUSTRALIA,,,,2004 nan,False
343,2004.05.29,5/29/2004,2004,Unprovoked,USA,M,16.0,May,2004 May,False
344,2004.02.14,2/14/2004,2004,Unprovoked,EGYPT,M,,February,2004 February,True
345,2003.09.21,9/21/2003,2003,Unprovoked,USA,M,21.0,September,2003 September,False
346,2003.04.21.a,4/21/2003,2003,Unprovoked,USA,M,17.0,April,2003 April,False
347,2003.02.27,2/27/2003,2003,Unprovoked,NEW ZEALAND,M,44.0,February,2003 February,False
348,2002.09.29,9/29/2002,2002,Unprovoked,USA,M,32.0,September,2002 September,False
349,2002.09.27.c,9/27/2002,2002,Unprovoked,USA,M,55.0,September,2002 September,False
350,2002.08.06.R,8/6/2002,2002,Provoked,UNITED KINGDOM,M,30.0,August,2002 August,False
351,2002.07.20,7/20/2002,2002,Unprovoked,USA,F,15.0,July,2002 July,False
352,2002.03.25.b,3/25/2002,2002,Unprovoked,USA,M,17.0,March,2002 March,False
353,2002.02.16,2/16/2002,2002,Unprovoked,AUSTRALIA,M,33.0,February,2002 February,False
354,2001.07.15.a,7/15/2001,2001,Unprovoked,USA,M,18.0,July,2001 July,False
355,2000.12.00,12/1/2000,2000,Unprovoked,NEW ZEALAND,F,,December,2000 December,True
356,2000.03.31,3/31/2000,2000,Unprovoked,USA,M,,March,2000 March,False
357,2000.03.30,3/30/2000,2000,Unprovoked,AUSTRALIA,M,26.0,March,2000 March,False
358,1999.11.00.b,11/1/1999,1999,Unprovoked,MARSHALL ISLANDS,M,12.0,November,1999 November,False
359,1999.06.12,6/12/1999,1999,Unprovoked,USA,M,41.0,June,1999 June,False
360,1998.09.14,9/14/1998,1998,Unprovoked,USA,M,28.0,September,1998 September,False
361,1998.01.25.a,1/25/1998,1998,Unprovoked,SOUTH AFRICA,M,21.0,January,1998 January,False
362,1997.11.09,11/9/1997,1997,Unprovoked,AUSTRALIA,M,42.0,November,1997 November,False
363,1997.05.31.a,5/31/1997,1997,Unprovoked,USA,M,12.0,May,1997 May,False
364,1997.05.17,5/17/1997,1997,Unprovoked,BAHAMAS,M,,May,1997 May,False
365,1995.10.28.R,10/28/1995,1995,Unprovoked,USA,M,13.0,October,1995 October,False
366,1995.08.25,8/25/1995,1995,Unprovoked,USA,M,16.0,August,1995 August,False
367,1995.08.07,8/7/1995,1995,Unprovoked,USA,M,12.0,August,1995 August,False
368,1994.03.23.a,3/23/1994,1994,Unprovoked,CHILE,M,,March,1994 March,False
369,1993.08.00.a,8/1/1993,1993,,EL SALVADOR,,,August,1993 August,True
370,1991.07.27,7/27/1991,1991,Unprovoked,USA,M,39.0,July,1991 July,False
371,1991.05.26,5/26/1991,1991,Unprovoked,USA,M,23.0,May,1991 May,False
372,1988.07.19,7/19/1988,1988,Unprovoked,BAHAMAS,M,28.0,July,1988 July,False
373,1987.05.06,5/6/1987,1987,Provoked,AUSTRALIA,M,34.0,May,1987 May,False
374,1986.00.00,1/1/1986,1986,Unprovoked,USA,M,16.0,January,1986 January,False
375,1985.11.03,11/3/1985,1985,Provoked,USA,M,24.0,November,1985 November,False
376,1984.09.22.a,9/22/1984,1984,Unprovoked,USA,M,16.0,September,1984 September,False
377,1984.03.10,3/10/1984,1984,,SOUTH AFRICA,M,,March,1984 March,False
378,1982.00.00.c,1/1/1982,1982,,ITALY,M,,January,1982 January,False
379,1981.03.24,3/24/1981,1981,Unprovoked,USA,M,24.0,March,1981 March,False
380,1980.07.26,7/26/1980,1980,Unprovoked,SPAIN,M,,July,1980 July,False
381,1980.01.13,1/13/1980,1980,Unprovoked,SOUTH AFRICA,M,,January,1980 January,False
382,1980.01.10,1/10/1980,1980,Unprovoked,SOUTH AFRICA,M,25.0,January,1980 January,False
383,1980.00.00.a,,1980,Unprovoked,TONGA,M,25.0,,1980 nan,False
384,1979.05.00.c,5/1/1979,1979,Unprovoked,NEW CALEDONIA,,,May,1979 May,False
385,1977.08.23,8/23/1977,1977,Unprovoked,AUSTRALIA,M,25.0,August,1977 August,True
386,1977.01.00,1/1/1977,1977,Unprovoked,MEXICO,M,,January,1977 January,True
387,1975.12.29,12/29/1975,1975,,AUSTRALIA,,,December,1975 December,False
388,1975.11.19.a,11/19/1975,1975,Unprovoked,SOUTH AFRICA,M,33.0,November,1975 November,False
389,1975.05.20,5/20/1975,1975,Unprovoked,USA,F,10.0,May,1975 May,False
390,1974.08.05,8/5/1974,1974,Unprovoked,USA,M,,August,1974 August,False
391,1974.01.07.c,1/7/1974,1974,Unprovoked,SOUTH AFRICA,M,33.0,January,1974 January,False
392,1973.12.18,12/18/1973,1973,Unprovoked,USA,M,,December,1973 December,False
393,1972.12.31,12/31/1972,1972,Unprovoked,SOUTH AFRICA,M,29.0,December,1972 December,False
394,1972.08.17,8/17/1972,1972,Unprovoked,USA,M,,August,1972 August,False
395,1972.06.26.a,6/26/1972,1972,Unprovoked,AUSTRALIA,M,,June,1972 June,True
396,1970.08.02,8/2/1970,1970,,NO COUNTRY REPORTED,,,August,1970 August,False
397,1970.01.16,1/16/1970,1970,,EGYPT,M,,January,1970 January,True
398,1968.07.16,7/16/1968,1968,Unprovoked,USA,M,33.0,July,1968 July,False
399,1968.00.00.b,1/1/1968,1968,,USA,,,January,1968 January,False
400,1967.11.00,11/1/1967,1967,,SOUTH AFRICA,F,,November,1967 November,False
401,1967.09.06,9/6/1967,1967,Unprovoked,NEW GUINEA,M,,September,1967 September,True
402,1967.08.14.R,8/14/1967,1967,Unprovoked,COLOMBIA,M,,August,1967 August,False
403,1967.01.27,1/27/1967,1967,,SOUTH AFRICA,,,January,1967 January,False
404,1966.12.27.b,12/27/1966,1966,Provoked,AUSTRALIA,M,29.0,December,1966 December,False
405,1966.09.27,9/27/1966,1966,Unprovoked,AUSTRALIA,M,32.0,September,1966 September,False
406,1966.08.28,8/28/1966,1966,,AUSTRALIA,M,,August,1966 August,False
407,1966.01.29,1/29/1966,1966,Provoked,SOUTH AFRICA,M,33.0,January,1966 January,False
408,1965.12.28,12/28/1965,1965,Unprovoked,AUSTRALIA,M,40.0,December,1965 December,False
409,1965.05.29,5/29/1965,1965,Unprovoked,MEXICO,M,,May,1965 May,True
410,1965.05.28,5/28/1965,1965,Unprovoked,MEXICO,M,,May,1965 May,True
411,1965.04.25,4/25/1965,1965,,USA,M,19.0,April,1965 April,False
412,1964.03.28.b,3/28/1964,1964,Unprovoked,AUSTRALIA,M,19.0,March,1964 March,False
413,1964.03.00,3/1/1964,1964,Unprovoked,SENEGAL,M,,March,1964 March,False
414,1963.12.20.a,12/20/1963,1963,Unprovoked,SOUTH AFRICA,M,15.0,December,1963 December,True
415,1963.12.04.R,12/4/1963,1963,Unprovoked,NEW GUINEA,M,22.0,December,1963 December,True
416,1963.05.14,5/14/1963,1963,,PHILIPPINES,,,May,1963 May,True
417,1963.02.06,2/6/1963,1963,Unprovoked,MAURITIUS,M,24.0,February,1963 February,False
418,1963.00.00.b,,1963,Unprovoked,FIJI,,,,1963 nan,False
419,1962.06.10.b,6/10/1962,1962,Unprovoked,NEW GUINEA,M,,June,1962 June,True
420,1962.02.18,2/18/1962,1962,Provoked,NEW ZEALAND,M,15.0,February,1962 February,False
421,1961.09.07,9/7/1961,1961,Unprovoked,PERSIAN GULF,M,,September,1961 September,False
422,1961.06.01,6/1/1961,1961,Provoked,NEW GUINEA,M,19.0,June,1961 June,False
423,1961.00.00.b,1/1/1961,1961,Unprovoked,SENEGAL,M,20.0,January,1961 January,True
424,2021.01.29,1/29/2021,2021,Unprovoked,AUSTRALIA,F,46.0,January,2021 January,False
425,2020.09.20,9/20/2020,2020,Unprovoked,USA,M,30.0,September,2020 September,False
426,2020.09.08,9/8/2020,2020,,USA,M,54.0,September,2020 September,False
427,2020.07.29,7/29/2020,2020,,AUSTRALIA,,,July,2020 July,False
428,2020.05.31,5/31/2020,2020,Unprovoked,BAHAMAS,M,,May,2020 May,False
429,2020.02.22,2/22/2020,2020,Unprovoked,NEW ZEALAND,M,60.0,February,2020 February,False
430,2020.02.05,2/5/2020,2020,Unprovoked,USA,M,,February,2020 February,False
431,2019.12.24,12/24/2019,2019,Unprovoked,NEW ZEALAND,F,17.0,December,2019 December,False
432,2019.08.31.a,8/31/2019,2019,Unprovoked,USA,M,65.0,August,2019 August,False
433,2019.08.27,8/27/2019,2019,Provoked,USA,M,40.0,August,2019 August,False
434,2019.08.20,8/20/2019,2019,Unprovoked,USA,F,26.0,August,2019 August,False
435,2018.12.15.b,12/15/2018,2018,Provoked,AUSTRALIA,M,48.0,December,2018 December,False
436,2018.07.24,7/24/2018,2018,Provoked,CHINA,F,6.0,July,2018 July,False
437,2017.10.21,10/21/2017,2017,,NEW ZEALAND,M,,October,2017 October,False
438,2017.07.23.a,7/23/2017,2017,Unprovoked,SPAIN,F,,July,2017 July,False
439,2017.06.29,6/29/2017,2017,,USA,M,,June,2017 June,False
440,2017.06.10.b,6/10/2017,2017,Unprovoked,AUSTRALIA,F,,June,2017 June,False
441,2017.04.14,4/14/2017,2017,Unprovoked,USA,M,28.0,April,2017 April,False
442,2017.04.12.b,4/12/2017,2017,Unprovoked,USA,F,,April,2017 April,False
443,2017.03.01,3/1/2017,2017,Unprovoked,BAHAMAS,F,,March,2017 March,False
444,2016.10.13.R,10/13/2016,2016,,MEXICO,M,,October,2016 October,False
445,2016.06.24,6/24/2016,2016,Unprovoked,COLOMBIA,M,59.0,June,2016 June,False
446,2016.05.03,5/3/2016,2016,Unprovoked,USA,M,59.0,May,2016 May,False
447,2016.05.02,5/2/2016,2016,Provoked,NEW ZEALAND,M,39.0,May,2016 May,False
448,2016.02.10,2/10/2016,2016,,AUSTRALIA,M,,February,2016 February,False
449,2016.01.05,1/5/2016,2016,Unprovoked,AUSTRALIA,M,11.0,January,2016 January,False
450,2015.09.05,9/5/2015,2015,Provoked,USA,M,29.0,September,2015 September,False
451,2015.08.22.a,8/22/2015,2015,Unprovoked,AUSTRALIA,M,38.0,August,2015 August,False
452,2015.04.13,4/13/2015,2015,Unprovoked,USA,M,48.0,April,2015 April,False
453,2014.11.17,11/17/2014,2014,,USA,,,November,2014 November,False
454,2014.11.16,11/16/2014,2014,Unprovoked,USA,M,44.0,November,2014 November,False
455,2014.08.27.c,8/27/2014,2014,Unprovoked,SPAIN,F,35.0,August,2014 August,False
456,2014.06.09.b,6/9/2014,2014,Unprovoked,USA,M,16.0,June,2014 June,False
457,2013.09.01.b,9/1/2013,2013,Unprovoked,BAHAMAS,M,,September,2013 September,False
458,2013.07.29.c,7/28/2013,2013,Unprovoked,BAHAMAS,M,40.0,July,2013 July,False
459,2013.02.10,2/10/2013,2013,Unprovoked,USA,M,16.0,February,2013 February,False
460,2013.01.05,1/5/2013,2013,Unprovoked,AUSTRALIA,M,26.0,January,2013 January,False
461,2012.09.25,9/25/2012,2012,Unprovoked,USA,M,21.0,September,2012 September,False
462,2012.07.31.a,7/31/2012,2012,Unprovoked,AUSTRALIA,M,48.0,July,2012 July,False
463,2012.05.31,5/31/2012,2012,Unprovoked,USA,F,33.0,May,2012 May,False
464,2012.01.03,1/3/2012,2012,Unprovoked,AUSTRALIA,M,28.0,January,2012 January,False
465,2011.10.09,10/9/2011,2011,Unprovoked,AUSTRALIA,M,64.0,October,2011 October,True
466,2011.09.02,9/2/2011,2011,Unprovoked,USA,M,19.0,September,2011 September,False
467,2011.06.30,6/30/2011,2011,Unprovoked,TURKS & CAICOS,M,28.0,June,2011 June,False
468,2011.05.29,5/29/2011,2011,Unprovoked,SOUTH AFRICA,M,33.0,May,2011 May,False
469,2011.05.25,5/25/2011,2011,Unprovoked,USA,F,,May,2011 May,False
470,2010.12.03.R,12/3/2010,2010,Unprovoked,INDONESIA,M,,December,2010 December,False
471,2010.11.27.R,11/27/2010,2010,Unprovoked,SAMOA,M,47.0,November,2010 November,False
472,2010.10.23.a,10/23/2010,2010,Unprovoked,AUSTRALIA,M,14.0,October,2010 October,False
473,2010.05.03,5/3/2010,2010,Unprovoked,MADAGASCAR,M,59.0,May,2010 May,False
474,2010.02.03,2/3/2010,2010,Unprovoked,USA,M,38.0,February,2010 February,True
475,2009.12.06,12/5/2009,2009,Provoked,USA,M,58.0,December,2009 December,False
476,2009.11.05,11/5/2009,2009,Unprovoked,USA,M,21.0,November,2009 November,False
477,2009.10.29.R,10/29/2009,2009,Unprovoked,MOZAMBIQUE,M,,October,2009 October,False
478,2009.09.15,9/15/2009,2009,Provoked,SOMALIA,M,,September,2009 September,False
479,2009.08.30,8/30/2009,2009,Unprovoked,USA,M,,August,2009 August,False
480,2009.05.25,5/25/2009,2009,Provoked,USA,M,,May,2009 May,False
481,2009.04.17.,4/17/2009,2009,Unprovoked,USA,M,31.0,April,2009 April,False
482,2009.03.27,3/27/2009,2009,Provoked,SOUTH AFRICA,M,59.0,March,2009 March,False
483,2009.01.10.a,1/10/2009,2009,Unprovoked,ECUADOR,M,22.0,January,2009 January,False
484,2008.12.14,12/14/2008,2008,Unprovoked,NEW ZEALAND,M,,December,2008 December,False
485,2008.11.09.b,11/9/2008,2008,,AUSTRALIA,M,,November,2008 November,False
486,2008.08.28,8/28/2008,2008,Unprovoked,USA,M,19.0,August,2008 August,False
487,2008.08.24,8/24/2008,2008,Unprovoked,USA,M,20.0,August,2008 August,False
488,2008.06.28.c,6/28/2008,2008,,USA,M,53.0,June,2008 June,False
489,2008.04.26.a,4/26/2008,2008,Provoked,USA,M,21.0,April,2008 April,False
490,2008.01.27,1/27/2008,2008,Provoked,AUSTRALIA,M,20.0,January,2008 January,False
491,2007.11.18,11/18/2007,2007,Provoked,AUSTRALIA,M,32.0,November,2007 November,False
492,2007.11.03,11/3/2007,2007,Unprovoked,SOUTH AFRICA,M,37.0,November,2007 November,False
493,2007.09.17,9/17/2007,2007,Unprovoked,SOLOMON ISLANDS,M,,September,2007 September,False
494,2007.07.22,7/22/2007,2007,Unprovoked,USA,M,,July,2007 July,False
495,2007.07.17.a,7/17/2007,2007,Unprovoked,USA,F,30.0,July,2007 July,False
496,2007.03.22,3/22/2007,2007,Unprovoked,YEMEN,,,March,2007 March,True
497,2006.11.25,11/25/2006,2006,,PHILIPPINES,,,November,2006 November,True
498,2006.10.00.b,10/1/2006,2006,Unprovoked,BAHAMAS,F,26.0,October,2006 October,False
499,2006.09.02,9/2/2006,2006,Unprovoked,USA,M,12.5,September,2006 September,False
500,2006.06.26,6/26/2006,2006,Provoked,USA,M,,June,2006 June,False
501,2005.11.21,11/21/2005,2005,Unprovoked,USA,M,35.0,November,2005 November,False
502,2005.11.12,11/12/2005,2005,Unprovoked,USA,M,18.0,November,2005 November,False
503,2005.07.01,7/1/2005,2005,Unprovoked,USA,M,19.0,July,2005 July,False
504,2004.10.30.x,10/30/2004,2004,,NEW ZEALAND,,,October,2004 October,False
505,2004.09.08,9/8/2004,2004,Unprovoked,BRAZIL,,,September,2004 September,True
506,2004.08.03,8/3/2004,2004,Unprovoked,AUSTRALIA,M,30.0,August,2004 August,False
507,2004.06.10.a,6/10/2004,2004,Unprovoked,USA,M,8.0,June,2004 June,False
508,2004.00.00,1/1/2004,2004,Unprovoked,AUSTRALIA,M,,January,2004 January,False
509,2003.07.00.a,7/1/2003,2003,Unprovoked,NEW ZEALAND,M,,July,2003 July,False
510,2002.08.11,8/11/2002,2002,Unprovoked,USA,M,15.0,August,2002 August,False
511,2002.05.07,5/7/2002,2002,Provoked,AUSTRALIA,M,20.0,May,2002 May,False
512,2002.02.11,2/11/2002,2002,Unprovoked,FIJI,M,15.0,February,2002 February,True
513,2001.05.20,5/20/2001,2001,Unprovoked,USA,M,,May,2001 May,False
514,2001.04.12.d,4/12/2001,2001,Unprovoked,USA,M,38.0,April,2001 April,False
515,2001.04.12.b,4/12/2001,2001,Unprovoked,USA,M,12.0,April,2001 April,False
516,2000.09.16.b,9/16/2000,2000,Unprovoked,JAPAN,M,31.0,September,2000 September,True
517,1999.08.05,8/5/1999,1999,Unprovoked,BAHAMAS,M,35.0,August,1999 August,False
518,1999.05.29,5/29/1999,1999,Unprovoked,AUSTRALIA,M,22.0,May,1999 May,True
519,1999.03.18.b,3/18/1999,1999,Provoked,BRAZIL,M,,March,1999 March,False
520,1998.11.05,11/5/1998,1998,Unprovoked,USA,M,32.0,November,1998 November,False
521,1998.08.30,8/30/1998,1998,Unprovoked,USA,M,26.0,August,1998 August,False
522,1998.06.05,6/5/1998,1998,Unprovoked,SOUTH AFRICA,M,,June,1998 June,False
523,1998.05.30,5/30/1998,1998,Unprovoked,SOUTH AFRICA,M,17.0,May,1998 May,False
524,1997.11.05,11/5/1997,1997,,AUSTRALIA,M,21.0,November,1997 November,False
525,1997.08.02.a,8/2/1997,1997,Unprovoked,USA,M,19.0,August,1997 August,False
526,1996.07.20,7/20/1996,1996,Unprovoked,USA,M,9.0,July,1996 July,False
527,1995.08.26.a,8/26/1995,1995,Unprovoked,USA,M,18.0,August,1995 August,False
528,1995.08.10.a,8/10/1995,1995,Unprovoked,USA,F,14.0,August,1995 August,False
529,1994.09.21,9/21/1994,1994,Unprovoked,USA,M,43.0,September,1994 September,False
530,1994.02.00,2/1/1994,1994,Unprovoked,NEW CALEDONIA,,,February,1994 February,True
531,1992.11.05.a,11/5/1992,1992,Unprovoked,USA,M,18.0,November,1992 November,True
532,1991.08.12,8/12/1991,1991,Unprovoked,USA,F,10.0,August,1991 August,False
533,1990.02.17,2/17/1990,1990,Unprovoked,USA,M,,February,1990 February,True
534,1989.09.09.b,9/9/1989,1989,Unprovoked,USA,M,38.0,September,1989 September,False
535,1989.06.03,6/3/1989,1989,Unprovoked,SOUTH AFRICA,M,28.0,June,1989 June,False
536,1989.01.20.b,1/20/1989,1989,Unprovoked,USA,M,10.0,January,1989 January,False
537,1988.04.10,4/10/1988,1988,,SOUTH AFRICA,F,,April,1988 April,False
538,1987.11.00,11/1/1987,1987,,SOUTH AFRICA,M,,November,1987 November,False
539,1987.05.25,5/25/1987,1987,Unprovoked,USA,M,12.0,May,1987 May,False
540,1985.10.05,10/5/1985,1985,Provoked,USA,M,,October,1985 October,False
541,1984.09.23,9/23/1984,1984,Unprovoked,USA,M,17.0,September,1984 September,False
542,1984.09.19,9/19/1984,1984,Unprovoked,USA,,,September,1984 September,False
543,1984.07.22,7/22/1984,1984,,SOUTH AFRICA,M,21.0,July,1984 July,False
544,1983.00.00.c,1/1/1983,1983,Unprovoked,VANUATU,M,,January,1983 January,True
545,1982.02.14.a,2/14/1982,1982,Unprovoked,USA,F,,February,1982 February,False
546,1981.07.01,7/1/1981,1981,Unprovoked,SOUTH AFRICA,M,,July,1981 July,False
547,1980.05.15,5/15/1980,1980,Unprovoked,SOUTH AFRICA,M,22.0,May,1980 May,False
548,1980.03.15,3/15/1980,1980,,PHILIPPINES,F,,March,1980 March,True
549,1980.01.25,1/25/1980,1980,Unprovoked,KENYA,M,29.0,January,1980 January,False
550,1977.08.05,8/5/1977,1977,,USA,M,17.0,August,1977 August,False
551,1975.02.07,2/7/1975,1975,Unprovoked,AUSTRALIA,M,,February,1975 February,False
552,1974.08.23,8/23/1974,1974,Unprovoked,HONG KONG,M,22.0,August,1974 August,False
553,1974.06.20,6/20/1974,1974,Unprovoked,USA,F,61.0,June,1974 June,False
554,1974.01.07.b,1/7/1974,1974,Unprovoked,MOZAMBIQUE,M,,January,1974 January,True
555,1973.09.00,9/1/1973,1973,Unprovoked,EGYPT,M,,September,1973 September,False
556,1973.00.00.c,1/1/1973,1973,Unprovoked,PALAU,M,,January,1973 January,False
557,1972.03.21,3/21/1972,1972,Provoked,PACIFIC OCEAN,M,33.0,March,1972 March,False
558,1971.04.05.a,4/5/1971,1971,Unprovoked,VENEZUELA,M,66.0,April,1971 April,True
559,1971.00.00.c,1/1/1971,1971,Unprovoked,CROATIA,M,,January,1971 January,False
560,1970.07.05,7/5/1970,1970,Unprovoked,NO COUNTRY REPORTED,M,,July,1970 July,False
561,1969.07.20,7/20/1969,1969,Unprovoked,USA,M,,July,1969 July,False
562,1968.07.27,7/27/1968,1968,Unprovoked,USA,M,25.0,July,1968 July,False
563,1968.07.10,7/10/1968,1968,Unprovoked,BAHAMAS,M,,July,1968 July,True
564,1968.06.09,6/9/1968,1968,Unprovoked,USA,M,17.0,June,1968 June,False
565,1967.08.26,8/26/1967,1967,Unprovoked,JAPAN,M,19.0,August,1967 August,True
566,1967.03.09,3/9/1967,1967,Unprovoked,NEW ZEALAND,M,21.0,March,1967 March,True
567,1967.01.06,1/6/1967,1967,Provoked,AUSTRALIA,M,15.0,January,1967 January,False
568,1966.07.02,7/2/1966,1966,,CARIBBEAN SEA,,,July,1966 July,False
569,1965.07.30,7/30/1964,1965,Provoked,BAHAMAS,M,,July,1965 July,False
570,1965.05.00.b,5/1/1965,1965,Unprovoked,JAMAICA,M,,May,1965 May,False
571,1965.01.09,1/9/1965,1965,Unprovoked,NEW GUINEA,M,30.0,January,1965 January,True
572,1964.11.13,11/13/1964,1964,Provoked,AUSTRALIA,M,25.0,November,1964 November,False
573,1964.02.05.b,2/5/1964,1964,Unprovoked,NEW ZEALAND,M,,February,1964 February,False
574,1963.07.11,7/11/1963,1963,Provoked,USA,M,24.0,July,1963 July,False
575,1963.01.11,1/11/1963,1963,Unprovoked,SOUTH AFRICA,M,27.0,January,1963 January,False
576,1963.01.04,1/4/1963,1963,Provoked,AUSTRALIA,,,January,1963 January,False
577,1963.01.00,1/1/1963,1963,,MOZAMBIQUE,,,January,1963 January,False
