,Case Number,Date,Year,Type,Country,Sex,Age,Month,Year Month,Fatal==True,Median Sea Level,Case Number Count
1671,2003.06.24.b,6/24/2003,2003,Unprovoked,USA,F,12.0,June,2003 June,False,0.14,8
1672,2003.06.26,6/26/2003,2003,Unprovoked,USA,M,15.0,June,2003 June,False,0.14,8
1673,2003.06.30,6/30/2003,2003,Unprovoked,USA,M,17.0,June,2003 June,False,0.14,8
1674,1994.11.13,11/13/1994,1994,Unprovoked,USA,F,34.0,November,1994 November,False,-0.56,2
1675,1994.11.06.a,11/6/1994,1994,Unprovoked,USA,,,November,1994 November,False,-0.56,2
1676,1992.10.29,10/29/1992,1992,Unprovoked,USA,M,40.0,October,1992 October,False,0.68,2
1677,1992.10.22,10/22/1992,1992,Unprovoked,USA,M,28.0,October,1992 October,False,0.68,2
1678,1990.10.12,10/12/1990,1990,Unprovoked,USA,M,19.0,October,1990 October,False,0.18,5
1679,1990.10.30.b,10/30/1990,1990,Unprovoked,USA,M,50.0,October,1990 October,False,0.18,5
1680,1990.10.30.a,10/30/1990,1990,Unprovoked,USA,M,18.0,October,1990 October,False,0.18,5
1681,1990.10.15,10/15/1990,1990,Unprovoked,USA,M,43.0,October,1990 October,False,0.18,5
1682,1990.10.20,10/20/1990,1990,Unprovoked,USA,M,25.0,October,1990 October,False,0.18,5
1683,1990.08.19.a,8/19/1990,1990,Unprovoked,USA,M,18.0,August,1990 August,False,0.79,4
1684,1990.08.19.b,8/19/1990,1990,Unprovoked,USA,M,,August,1990 August,False,0.79,4
1685,1990.08.30,8/30/1990,1990,,USA,M,30.0,August,1990 August,False,0.79,4
1686,1990.08.28,8/28/1990,1990,Unprovoked,USA,M,22.0,August,1990 August,False,0.79,4
1687,1989.10.11,10/11/1989,1989,Unprovoked,USA,M,12.0,October,1989 October,False,-0.6,3
1688,1989.10.14,10/14/1989,1989,,USA,M,,October,1989 October,False,-0.6,3
1689,1989.10.08,10/8/1989,1989,,USA,M,49.0,October,1989 October,False,-0.6,3
1690,1989.07.14,7/14/1989,1989,Unprovoked,USA,M,16.0,July,1989 July,False,-0.2,2
1691,1989.07.07,7/7/1989,1989,Unprovoked,USA,F,9.0,July,1989 July,False,-0.2,2
1692,1983.08.13.a,8/13/1983,1983,Unprovoked,USA,F,22.0,August,1983 August,False,1.43,5
1693,1983.08.06,8/6/1983,1983,,USA,,,August,1983 August,False,1.43,5
1694,1983.08.15,8/15/1983,1983,Unprovoked,USA,F,14.0,August,1983 August,False,1.43,5
1695,1983.08.13.b,8/13/1983,1983,Provoked,USA,M,14.0,August,1983 August,False,1.43,5
1696,1983.08.20.b,8/20/1983,1983,Unprovoked,USA,M,,August,1983 August,False,1.43,5
1697,1982.03.10,3/10/1982,1982,Unprovoked,USA,M,16.0,March,1982 March,False,0.02,1
1698,1981.08.29,8/29/1981,1981,Unprovoked,USA,M,15.0,August,1981 August,False,0.18,5
1699,1981.08.10.b,8/10/1981,1981,Unprovoked,USA,M,,August,1981 August,False,0.18,5
1700,1981.08.24.a,8/24/1981,1981,,USA,M,,August,1981 August,False,0.18,5
1701,1981.08.24.b,8/24/1981,1981,Provoked,USA,M,19.0,August,1981 August,False,0.18,5
1702,1981.08.10.a,8/10/1981,1981,Unprovoked,USA,F,19.0,August,1981 August,True,0.18,5
1703,1976.08.24,8/24/1976,1976,Unprovoked,USA,M,19.0,August,1976 August,False,0.22,2
1704,1976.08.26,8/26/1976,1976,Unprovoked,USA,M,23.0,August,1976 August,False,0.22,2
1705,1976.06.10,6/10/1976,1976,Unprovoked,USA,M,,June,1976 June,False,0.22,2
1706,1976.06.23,6/23/1976,1976,Unprovoked,USA,M,17.0,June,1976 June,False,0.22,2
1707,1969.11.11,11/11/1969,1969,Unprovoked,USA,M,,November,1969 November,False,0.47,1
1708,2005.10.29,10/29/2005,2005,Unprovoked,USA,M,15.0,October,2005 October,False,0.97,6
1709,2005.10.19,10/19/2005,2005,Unprovoked,USA,F,20.0,October,2005 October,False,0.97,6
1710,2005.10.06,10/6/2005,2005,Unprovoked,USA,M,48.0,October,2005 October,False,0.97,6
1711,2005.10.21,10/21/2005,2005,Unprovoked,USA,M,36.0,October,2005 October,False,0.97,6
1712,2005.10.15,10/15/2005,2005,Provoked,USA,M,15.0,October,2005 October,False,0.97,6
1713,2005.10.13,10/13/2005,2005,Unprovoked,USA,M,22.0,October,2005 October,False,0.97,6
1714,1999.09.29,9/29/1999,1999,Unprovoked,USA,M,22.0,September,1999 September,False,-0.09,7
1715,1999.09.10,9/10/1999,1999,Unprovoked,USA,F,10.0,September,1999 September,False,-0.09,7
1716,1999.09.04.b,9/4/1999,1999,Provoked,USA,M,7.0,September,1999 September,False,-0.09,7
1717,1999.09.05,9/5/1999,1999,Unprovoked,USA,M,13.0,September,1999 September,False,-0.09,7
1718,1999.09.04.a,9/4/1999,1999,Unprovoked,USA,M,39.0,September,1999 September,False,-0.09,7
1719,1999.09.16,9/16/1999,1999,Unprovoked,USA,F,61.0,September,1999 September,False,-0.09,7
1720,1999.09.18,9/19/1999,1999,,USA,M,37.0,September,1999 September,False,-0.09,7
1721,1998.03.08.a,3/8/1998,1998,Unprovoked,USA,M,32.0,March,1998 March,False,1.75,2
1722,1998.03.31,3/31/1998,1998,Unprovoked,USA,M,40.0,March,1998 March,False,1.75,2
1723,1998.02.23,2/23/1998,1998,Unprovoked,USA,M,,February,1998 February,False,2.89,1
1724,1997.09.08,9/8/1997,1997,Unprovoked,USA,M,17.0,September,1997 September,False,2.17,3
1725,1997.09.09,9/9/1997,1997,Unprovoked,USA,M,12.0,September,1997 September,False,2.17,3
1726,1997.09.06,9/6/1997,1997,Unprovoked,USA,M,20.0,September,1997 September,False,2.17,3
1727,1990.11.03,11/3/1990,1990,Unprovoked,USA,F,,November,1990 November,False,0.18,2
1728,1990.11.01,11/1/1990,1990,Unprovoked,USA,M,24.0,November,1990 November,False,0.18,2
1729,1988.08.22.b,8/22/1988,1988,Provoked,USA,M,,August,1988 August,False,-0.5,2
1730,1988.08.11,8/11/1988,1988,Unprovoked,USA,M,27.0,August,1988 August,False,-0.5,2
1731,1983.09.04,9/4/1983,1983,Unprovoked,USA,M,15.0,September,1983 September,False,0.96,1
1732,1982.11.00,11/1/1982,1982,Unprovoked,USA,M,,November,1982 November,False,0.63,1
1733,1968.04.20,4/20/1968,1968,Unprovoked,USA,M,10.0,April,1968 April,False,-0.67,2
1734,1968.04.29,4/29/1968,1968,,USA,M,63.0,April,1968 April,False,-0.67,2
1735,1964.08.08,8/8/1964,1964,Unprovoked,USA,M,28.0,August,1964 August,False,-0.89,4
1736,1964.08.26,8/26/1964,1964,Unprovoked,USA,M,14.0,August,1964 August,False,-0.89,4
1737,1964.08.22,8/22/1964,1964,,USA,M,18.0,August,1964 August,False,-0.89,4
1738,1964.08.21,8/21/1964,1964,Unprovoked,USA,M,,August,1964 August,False,-0.89,4
1739,1992.02.19,2/19/1992,1992,Unprovoked,USA,M,,February,1992 February,True,1.89,1
1740,1992.09.13,9/13/1992,1992,Unprovoked,USA,M,20.0,September,1992 September,False,0.0,3
1741,1992.09.11,9/11/1992,1992,Unprovoked,USA,F,18.0,September,1992 September,False,0.0,3
1742,1992.09.00,9/1/1992,1992,Unprovoked,USA,M,,September,1992 September,False,0.0,3
1743,1990.07.08,7/8/1990,1990,Unprovoked,USA,M,17.0,July,1990 July,False,0.52,2
1744,1990.07.22,7/22/1990,1990,Unprovoked,USA,F,53.0,July,1990 July,False,0.52,2
1745,1986.11.30,11/30/1986,1986,Unprovoked,USA,M,17.0,November,1986 November,False,-0.43,3
1746,1986.11.04,11/4/1986,1986,Unprovoked,USA,M,23.0,November,1986 November,False,-0.43,3
1747,1986.11.19,11/19/1986,1986,Unprovoked,USA,M,26.0,November,1986 November,False,-0.43,3
1748,1986.10.03,10/3/1986,1986,Unprovoked,USA,F,6.0,October,1986 October,False,0.55,2
1749,1986.10.00,10/1/1986,1986,Unprovoked,USA,M,28.0,October,1986 October,False,0.55,2
1750,1983.05.31,5/31/1983,1983,Unprovoked,USA,M,21.0,May,1983 May,False,1.37,3
1751,1983.05.21,5/21/1983,1983,Unprovoked,USA,M,22.0,May,1983 May,False,1.37,3
1752,1983.05.24,5/24/1983,1983,Unprovoked,USA,M,15.0,May,1983 May,False,1.37,3
1753,1983.03.10,3/10/1983,1983,Unprovoked,USA,M,,March,1983 March,False,2.21,1
1754,1982.05.00,5/1/1982,1982,,USA,F,33.0,May,1982 May,False,-0.34,1
1755,1976.04.28,4/28/1976,1976,,USA,,,April,1976 April,False,0.25,1
1756,1969.06.00,6/1/1969,1969,Unprovoked,USA,M,8.0,June,1969 June,False,0.48,2
1757,1969.06.27,6/27/1969,1969,Unprovoked,USA,M,22.0,June,1969 June,False,0.48,2
1758,1962.05.29,5/29/1962,1962,Unprovoked,USA,M,17.0,May,1962 May,False,-0.79,2
1759,1962.05.12,5/12/1962,1962,,USA,,,May,1962 May,True,-0.79,2
1760,1961.07.29,7/29/1961,1961,Provoked,USA,M,57.0,July,1961 July,False,-0.44,1
1761,2010.04.28,4/28/2010,2010,Provoked,USA,M,29.0,April,2010 April,False,1.72,2
1762,2010.04.19,4/19/2010,2010,Unprovoked,USA,M,68.0,April,2010 April,False,1.72,2
1763,2004.04.04,4/4/2004,2004,,USA,F,22.0,April,2004 April,False,-0.09,2
1764,2004.04.07,4/7/2004,2004,Unprovoked,USA,M,57.0,April,2004 April,True,-0.09,2
1765,1993.09.14,9/14/1993,1993,Unprovoked,USA,M,19.0,September,1993 September,False,-0.53,2
1766,1993.09.09,9/9/1993,1993,Unprovoked,USA,M,16.0,September,1993 September,False,-0.53,2
1767,1993.07.07,7/7/1993,1993,Unprovoked,USA,F,12.0,July,1993 July,False,0.69,1
1768,1991.11.26.b,11/26/1991,1991,Unprovoked,USA,F,41.0,November,1991 November,True,0.06,4
1769,1991.11.14,11/14/1991,1991,Provoked,USA,M,,November,1991 November,False,0.06,4
1770,1991.11.19,11/19/1991,1991,Unprovoked,USA,M,,November,1991 November,True,0.06,4
1771,1991.11.26.a,11/26/1991,1991,Unprovoked,USA,F,,November,1991 November,False,0.06,4
1772,1987.02.28,2/28/1987,1987,Unprovoked,USA,M,,February,1987 February,False,0.61,1
1773,1985.09.05,9/5/1985,1985,,USA,M,17.0,September,1985 September,False,0.01,3
1774,1985.09.28,9/28/1985,1985,Unprovoked,USA,M,,September,1985 September,False,0.01,3
1775,1985.09.08.a,9/8/1985,1985,Unprovoked,USA,M,,September,1985 September,False,0.01,3
1776,1981.01.30,1/30/1981,1981,Unprovoked,USA,M,25.0,January,1981 January,False,-0.34,1
1777,1974.05.26,5/26/1974,1974,Unprovoked,USA,M,45.0,May,1974 May,False,0.96,1
1778,1967.10.17,10/17/1967,1967,Unprovoked,USA,M,19.0,October,1967 October,False,0.06,1
1779,1966.06.11,6/11/1966,1966,Provoked,USA,M,18.0,June,1966 June,False,-0.71,3
1780,1966.06.04,6/4/1966,1966,Unprovoked,USA,M,18.0,June,1966 June,False,-0.71,3
1781,1966.06.22,6/22/1966,1966,Provoked,USA,M,15.0,June,1966 June,False,-0.71,3
1782,1971.07.19,7/19/1971,1971,Unprovoked,USA,M,,July,1971 July,False,-0.46,2
1783,1971.07.26,7/26/1971,1971,Unprovoked,USA,M,8.0,July,1971 July,False,-0.46,2
1784,1986.09.00.b,9/1/1986,1986,Unprovoked,USA,,,September,1986 September,False,-0.09,3
1785,1986.09.22.R,9/22/1986,1986,,USA,,,September,1986 September,False,-0.09,3
1786,1986.09.00.a,9/1/1986,1986,Unprovoked,USA,,18.0,September,1986 September,False,-0.09,3
1787,1983.11.10.R,11/10/1983,1983,Unprovoked,USA,M,15.0,November,1983 November,False,1.62,1
1788,1982.07.01,7/1/1982,1982,Unprovoked,USA,F,19.0,July,1982 July,False,-0.21,4
1789,1982.07.11,7/11/1982,1982,,USA,M,43.0,July,1982 July,False,-0.21,4
1790,1982.07.24.a,7/24/1982,1982,Unprovoked,USA,M,26.0,July,1982 July,False,-0.21,4
1791,1982.07.19,7/19/1982,1982,Unprovoked,USA,M,17.0,July,1982 July,False,-0.21,4
1792,1977.06.26,6/26/1977,1977,Provoked,USA,M,27.0,June,1977 June,False,-0.09,2
1793,1977.06.06,6/6/1977,1977,Unprovoked,USA,M,25.0,June,1977 June,False,-0.09,2
1794,1975.10.04,10/4/1975,1975,,USA,,,October,1975 October,False,0.64,2
1795,1975.10.21,10/21/1975,1975,,USA,M,,October,1975 October,False,0.64,2
1796,1963.04.12,4/12/1963,1963,Unprovoked,USA,M,15.0,April,1963 April,False,-0.02,3
1797,1963.04.20,4/20/1963,1963,Unprovoked,USA,M,25.0,April,1963 April,True,-0.02,3
1798,1963.04.08,4/8/1963,1963,,USA,M,,April,1963 April,False,-0.02,3
1799,1991.04.16.b,4/16/1991,1991,Provoked,USA,,,April,1991 April,False,0.32,3
1800,1991.04.16.a,4/16/1991,1991,Unprovoked,USA,M,22.0,April,1991 April,False,0.32,3
1801,1991.04.03,4/3/1991,1991,Unprovoked,USA,M,,April,1991 April,False,0.32,3
1802,2000.10.14,10/14/2000,2000,Unprovoked,USA,M,69.0,October,2000 October,False,-0.12,7
1803,2000.10.18,10/18/2000,2000,Unprovoked,USA,F,56.0,October,2000 October,False,-0.12,7
1804,2000.10.09,10/9/2000,2000,Unprovoked,USA,M,17.0,October,2000 October,False,-0.12,7
1805,2000.10.06.b,10/6/2000,2000,Unprovoked,USA,M,23.0,October,2000 October,False,-0.12,7
1806,2000.10.20,10/20/2000,2000,Unprovoked,USA,M,23.0,October,2000 October,False,-0.12,7
1807,2000.10.06.a,10/6/2000,2000,Unprovoked,USA,M,11.0,October,2000 October,False,-0.12,7
1808,2000.10.02,10/2/2000,2000,Unprovoked,USA,M,24.0,October,2000 October,False,-0.12,7
1809,1980.06.26,6/26/1980,1980,Provoked,USA,F,44.0,June,1980 June,False,-0.79,1
1810,1979.00.00,1/1/1979,1979,Unprovoked,USA,M,,January,1979 January,True,-0.02,1
1811,1976.10.18,10/18/1976,1976,Unprovoked,USA,M,25.0,October,1976 October,False,-0.09,1
1812,1975.08.09,8/9/1975,1975,Unprovoked,USA,M,44.0,August,1975 August,False,-0.14,2
1813,1975.08.12,8/12/1975,1975,Unprovoked,USA,M,20.0,August,1975 August,False,-0.14,2
1814,1994.10.08,10/9/1994,1994,Provoked,USA,F,9.0,October,1994 October,False,0.71,2
1815,1994.10.05,10/5/1994,1994,Unprovoked,USA,M,16.0,October,1994 October,False,0.71,2
1816,1992.03.28,3/28/1992,1992,Unprovoked,USA,F,36.0,March,1992 March,False,0.65,2
1817,1992.03.08.a,3/8/1992,1992,Unprovoked,USA,M,21.0,March,1992 March,False,0.65,2
1818,1978.06.21.a,6/21/1978,1978,Unprovoked,USA,M,17.0,June,1978 June,False,-0.71,2
1819,1978.06.21.b,6/21/1978,1978,Unprovoked,USA,M,20.0,June,1978 June,False,-0.71,2
1820,1996.11.18,11/18/1996,1996,Unprovoked,USA,M,26.0,November,1996 November,False,0.47,2
1821,1996.11.29.a,11/29/1996,1996,Unprovoked,USA,M,45.0,November,1996 November,False,0.47,2
1822,1996.08.11,8/11/1996,1996,Unprovoked,USA,M,21.0,August,1996 August,False,0.83,3
1823,1996.08.13,8/13/1996,1996,Unprovoked,USA,M,36.0,August,1996 August,False,0.83,3
1824,1996.08.29,8/29/1996,1996,Unprovoked,USA,M,19.0,August,1996 August,False,0.83,3
1825,1976.03.12.b,3/12/1976,1976,Unprovoked,USA,M,23.5,March,1976 March,False,-0.17,1
1826,2000.04.09,4/9/2000,2000,Unprovoked,USA,M,,April,2000 April,False,0.04,2
1827,2000.04.14,4/14/2000,2000,Unprovoked,USA,M,34.0,April,2000 April,False,0.04,2
1828,1985.02.18,2/18/1985,1985,Unprovoked,USA,M,29.0,February,1985 February,False,-0.76,2
1829,1985.02.03,2/3/1985,1985,Unprovoked,USA,M,16.0,February,1985 February,False,-0.76,2
1830,1981.11.09,11/9/1981,1981,Unprovoked,USA,M,59.0,November,1981 November,False,0.94,1
1831,1981.06.12,6/12/1981,1981,,USA,M,,June,1981 June,False,0.12,1
1832,1965.08.26,8/26/1965,1965,Unprovoked,USA,M,15.0,August,1965 August,False,-0.97,1
1833,1961.02.17.b,2/17/1961,1961,Provoked,USA,M,30.0,February,1961 February,False,0.44,2
1834,1961.02.00,2/1/1961,1961,,USA,M,,February,1961 February,False,0.44,2
1835,1990.01.12,1/12/1990,1990,Unprovoked,USA,M,,January,1990 January,False,-0.29,2
1836,1990.00.00,1/1/1990,1990,Unprovoked,USA,M,17.0,January,1990 January,False,-0.29,2
1837,1999.02.03,2/3/1999,1999,Unprovoked,USA,M,25.0,February,1999 February,False,1.78,2
1838,1999.02.26.R,2/26/1999,1999,,USA,,,February,1999 February,False,1.78,2
1839,1996.01.16,1/16/1996,1996,Unprovoked,USA,M,53.0,January,1996 January,False,0.57,3
1840,1996.01.23,1/23/1996,1996,Provoked,USA,M,33.0,January,1996 January,False,0.57,3
1841,1996.00.00.a,1/1/1996,1996,Unprovoked,USA,M,,January,1996 January,False,0.57,3
1842,1995.11.25.b,11/25/1995,1995,,USA,M,,November,1995 November,False,0.43,1
1843,1976.07.21,7/21/1976,1976,Unprovoked,USA,M,10.0,July,1976 July,False,0.85,4
1844,1976.07.12,7/12/1976,1976,Unprovoked,USA,M,23.0,July,1976 July,False,0.85,4
1845,1976.07.16,7/16/1976,1976,Unprovoked,USA,M,18.0,July,1976 July,True,0.85,4
1846,1976.07.24,7/24/1976,1976,Unprovoked,USA,M,24.0,July,1976 July,False,0.85,4
1847,1971.10.02,10/2/1971,1971,Unprovoked,USA,M,30.0,October,1971 October,False,-0.32,2
1848,1971.10.23,10/23/1971,1971,Unprovoked,USA,M,18.0,October,1971 October,False,-0.32,2
1849,1982.08.29.b,8/29/1982,1982,,USA,M,17.0,August,1982 August,False,-0.65,1
1850,1981.12.19,12/19/1981,1981,Unprovoked,USA,M,24.0,December,1981 December,True,0.34,2
1851,1981.12.13.a,12/13/1981,1981,Unprovoked,USA,M,,December,1981 December,False,0.34,2
1852,1979.11.27,11/27/1979,1979,Unprovoked,USA,M,20.0,November,1979 November,False,-0.64,1
1853,1963.10.16,10/16/1963,1963,Unprovoked,USA,M,28.0,October,1963 October,False,-0.22,1
1854,1986.07.09,7/9/1986,1986,Unprovoked,USA,M,8.0,July,1986 July,False,0.33,1
1855,1977.04.21,4/21/1977,1977,Unprovoked,USA,M,,April,1977 April,False,-0.66,1
1856,1972.07.05,7/5/1972,1972,,USA,,,July,1972 July,False,1.1,1
1857,1974.11.01,11/1/1974,1974,Unprovoked,USA,M,24.0,November,1974 November,False,-0.51,1
1858,1969.09.06,9/6/1969,1969,Unprovoked,USA,M,53.0,September,1969 September,False,0.38,1
1859,1995.12.18,12/18/1995,1995,Unprovoked,USA,M,,December,1995 December,False,1.08,1
1860,1983.10.17.a,10/17/1983,1983,Unprovoked,USA,M,16.0,October,1983 October,False,1.14,2
1861,1983.10.13,10/13/1983,1983,Unprovoked,USA,M,20.0,October,1983 October,False,1.14,2
1862,1987.06.13,6/13/1987,1987,Provoked,USA,M,,June,1987 June,False,0.24,1
1863,2000.12.05,12/5/2000,2000,Unprovoked,CANADA,M,30.0,December,2000 December,False,-1.24,1
